project,BugInducing,InducingDate,BugFixing,FixingDates,InducingMessage
BBN-Q/PyQLab,ba5af7735ddddcd001179acfeb757eb4c3829faa,2015-04-17T19:14:47Z,21694f4907403a1dcc95f8f76230e8de830a922a/af5cccd5bd8c00d4c2dfab54310dbf96ae4e7add/f919d80c238de283ba0dc5bf99f841bd0f67c2ad/843e5e3ef2c315aa84c1e82c4152d90de12a86ef/b1bbac2468f0ca0e4f1fff96f1e7de50d824bdcd/d07110e055f4b268c36f39570132dc68a0f14f9a/f50bb3e005f0fea33eab062491c3e858783e7207/8dd6e11be2325822f7e097614ad7b4d87db7eebf/94c2813f010ebee5f0a451d695f247dc324f1030/53ee588970a42f18c2e97f818edeb7c3b55444a4/7d7788f8bf6094649928e6d939b3dbcd3434a16a/12dda093fdc5a74cf1960f675500207ecb8c8d12/4e72a3646f060a8f975f78dd5c3151e603ea7e60/9325a36c48835fec00140651a61ae8b528f407ae/d95d23ca49bd0aef13ac07761a7982c66de169f2/be9e0e7e504126251bb94a666a4ad704f8659920/ee46590537f7ae75d0b3fd347357ae962d97590e/c463c23e629930da8cc73d7473becab474ba34e0/01d80acd44915b13f16c6c44c04d61a4673c8551/,2015-04-27 10:39:46-04:00/2016-01-14 16:57:19-05:00/2015-04-27 10:41:08-04:00/2015-06-22 16:44:47-04:00/2015-04-27 11:23:00-04:00/2015-06-12 16:53:40-04:00/2015-06-04 17:14:34-04:00/2016-06-15 16:03:02-04:00/2015-05-07 18:07:30-04:00/2015-04-28 17:08:53-04:00/2015-07-28 15:51:33-04:00/2015-04-29 10:31:53-04:00/2015-04-28 22:13:36-04:00/2016-08-25 10:03:45-04:00/2016-02-15 16:51:34-05:00/2015-04-17 16:04:23-04:00/2015-04-27 10:42:12-04:00/2015-04-17 15:24:21-04:00/2016-10-19 10:43:03-04:00/,Added ExpSettingsVal.py and added validation to GUI and Compiler
m-labs/artiq,ce4b5739edf446b61c55547600d673a34fd14cac,2015-05-09T09:11:34Z,34aacd3c5f8eb0a2ad7402d803e5306352f438ea/f0b0b1bac7968af5a6cab9858ce915e29cb4d08d/a2ae5e470689dd12c133b9e8c20436e0d1b66fcb/ce57794e7f750bf8e4b8996d4841207e79910773/f4b76667689dee7c593bed0252f27b76f2e88c7b/d0b5c3ba7fb6d428b8c8d42cb024942a0815d203/5428a866b3a61477f55d1e119d80710f53dc4fc7/1e392cca648c4147e1b65d2eab1f88dccb5a0dbb/861c4a9ae523927d51de498c8787ebd1ae60acf4/0ca42dbdbe5849e1cae9f0c9039f14ae0a0f35ba/,2015-07-08 17:22:43+02:00/2016-03-09 17:12:50+08:00/2015-06-03 18:26:19+08:00/2016-03-29 11:10:53+08:00/2016-11-21 11:55:44+00:00/2015-10-31 23:26:09+08:00/2016-10-06 15:35:43+00:00/2016-09-29 14:48:26+00:00/2016-03-09 19:03:05+08:00/2015-05-09 17:26:36+08:00/,runtime: reset all DDSes upon startup
BBN-Q/PyQLab,3e22c83f0f89a7497dd99848e501ce1db5a85c33,2013-03-26T19:38:16Z,e5e2316bd5f67b1d597a0721ee16dd52f2cdcca3/d3a2200f9bac730b7bc08ae121e41f59bb8729ac/65437d6fc1f13d04b01e5b67406bf1a0cc72d0b1/a0bd839371b0fa9ce91379e38cd0df5ea428a633/7ae8e9e1dfd0dd900611c15f3f0d9c5a66b26683/b4ef6ed81667f4811e8f8952cfec3b6934146186/6ba2dc503fe8855eb962c954ff2dbd7e910174b8/3ba7e8f62be4b3763da3e0d3e157d6672d892b34/9dcdad8f90255891e2ca43608cc6d2354e01247c/41d9153f6b1069307e2594cceddedd6d660cbe9a/15b37fcf9f783b5c7e59d45dd690459f39e48dd8/a5716650aee4ca20f501034ae0f553e36ec72d49/,2013-04-07 15:37:49-04:00/2015-07-28 14:05:40-04:00/2013-11-26 22:06:43-05:00/2013-04-15 11:18:01-04:00/2013-12-02 17:00:15-05:00/2013-04-29 22:10:53-04:00/2013-04-09 17:14:37-04:00/2013-11-26 22:07:10-05:00/2013-04-15 11:18:39-04:00/2013-04-07 21:44:28-04:00/2013-04-08 23:22:40-04:00/2013-04-11 22:08:27-04:00/,Robustness to no library files and empty dictionaries.
qutech/qupulse,6141aee85cf6c02920205e1311b6b3df00be9065,2020-01-27T17:03:56Z,c46b2b8c9e9924b4ae8adecc1fd60231b4ed7ce4/ae5eb48a389a46770ea9bd584697726bf658769d/d326c0bc792bdbcf6ec91289e3699945e7ce94aa/a5708abcc133409a491c12f67761eff53dbb4c9d/3a006eb405b4b3f5973963bbccf12b7e8bd95f29/fdfc9adccf4765c2b62dabfbeab1c9f4251d8fd0/,2020-01-28 17:26:50+01:00/2020-02-11 18:01:21+01:00/2020-02-04 11:53:58+01:00/2020-02-06 15:14:22+01:00/2020-02-14 16:37:16+01:00/2020-02-11 16:34:10+01:00/,Add missing tests
BBN-Q/QGL,40c74d9ffb526194a5fa5274abfa74289292f9c7,2013-12-06T17:09:58Z,8756823dac410691ec077a2250a16f2dd72412e2/569cd9a7efc6e338b0d8d66867b8c00f2f155ae7/f5b193a0b7670093ebe4711cf575db8aa16be3b2/0d4222ea408adf15deac4aad6a8e884211a00d45/,2016-03-07 17:48:58-05:00/2016-02-25 16:04:08-05:00/2016-06-30 16:30:17-04:00/2016-07-10 15:18:23-04:00/,"Allow measurement channels to be specified for tomography

Useful for joint readout channels."
m-labs/artiq,81d6317053dcc97a8f219b8b9f8da3113b9468d9,2017-09-18T02:26:06Z,4112e403de6350d67343475f0b367878c4ce5980/8caea0e6d3a91e625f84172e455229920dca930f/c25560baeccaf06fec5915dfd92ae84e82469232/5f0cfadb3089fdb51847ce8e814995de2be4ea37/2cbd597416368268dd2adb275f89164d325badbb/,2017-09-26 15:09:07+08:00/2018-11-08 18:29:24+08:00/2018-03-06 20:56:35+08:00/2018-05-02 12:04:30+08:00/2018-03-06 16:50:21+00:00/,rtio/sed: take global fine TS width
m-labs/artiq,10ee3f19a83babd5f5f6e30dd16cb7f4d9b276cc,2017-11-25T11:36:20Z,1426ecad649babdc29f43847a97454538d0c33d3/,2017-11-27 22:00:30+00:00/,dashboard: close config RPC Client cleanly at exit
m-labs/artiq,5d58a195c002cb5bad293c77e5545f119066d7bf,2020-06-26T02:49:31Z,906256cc02b5142e1ef6993c14d15af06d9e998a/,2020-06-26 10:50:11+08:00/,manual: clarify board package installation
m-labs/artiq,3573a8750aa46860b03df94c213c83fd7be84303,2016-01-20T03:20:25Z,a5bb4a24af2e873402b4d51d05df80faa41c3040/0826ceb8baa9120c6d2c7454785a880b0ea72e79/,2016-05-10 01:41:40+00:00/2016-05-10 02:12:57+00:00/,"transforms.inferencer: give a suggestion on ""raise Exception""."
m-labs/artiq,6fd149f0487527b4e9e1620dbf9af6eb5725f6eb,2017-01-31T22:53:38Z,5ead27f2e164358ab0f8e2851935a1b43527cbeb/cf33ba748d225961b13c8806a29814e0dc28d803/88bf7d22337c39f47a17749c13f5f3f9adfc3723/d446a3293ec2869aef4b2ec846b553975a38a01d/948ed6fb0a8dc5e513c55fb87bbbf82a2f8dc4e5/b643847da55e2fef310ee87e742f26448786585f/4d06c1d84bcd1cd101cf0f35a54a8600e5779220/ca419aa3c23c1466811f8998a12b1d0f2c86f741/479cb9a857987d6daff74dbc7391dc3f19ae91b2/5ccca74a3f4f92104306fa350a5bf97b21a2f2b4/e8b73876ab60e202bec0a2e5119bd7b740d0c78d/ca93b94aeaa1c38504235c35ed103896884c0df1/,2018-05-14 19:06:54+00:00/2018-05-14 18:27:17+00:00/2017-02-26 18:20:46+00:00/2018-05-16 13:50:44+00:00/2017-03-29 03:35:45+00:00/2017-03-28 14:22:04+00:00/2018-05-16 14:40:14+00:00/2017-12-28 07:06:45+00:00/2018-05-15 13:27:23+00:00/2017-05-22 15:45:45+08:00/2020-04-12 17:25:14+08:00/2018-05-16 14:32:49+00:00/,"Show a message when interrupting a running kernel (except idle kernel).

Fixes #625."
iitis/QuantumInformation.jl,ab5362ef1cca6ba2d5af8edac8c4512a3ea7a610,2018-06-29T10:54:07Z,6192c155ed4523f5452fa9e603fcb68f3b12305e/,2019-08-25 16:34:34+02:00/,Fix application of unitary channels
m-labs/artiq,2e39802a611701d6adb1ce3929bfa316e1704690,2016-03-10T01:44:05Z,09141e5bee6bce0bdd7eb490b53b789d21a3f2da/,2018-11-26 07:38:06+08:00/,rtio/wishbone: make replace configurable
m-labs/artiq,c021b2ef412c3735d1318285d9e186038dc43e65,2014-06-16T19:52:38Z,08ab99d33e62a0a203d92353dd14c128845e0df3/5a8074a12feb9df8484246eeb5149b1ff6e11e4c/cf7848c698efa576f6e70891ad38e0be7f78550b/0d9bdc101cdc724a125d3557cf5cf4684bed14cf/792ac442453cb61ff81857aad423ad723040bb7b/9db8627081d234b3e54ccfe0c3a84765081b3b3f/4915b4b5aaeec97d13cf3f6e6f84fc086219866f/97329b7fc9d0b8e367c48064f5ce4a59aedd3496/dc9515fc623bf47d68aaacc080fc15e0f1e97127/8aebab580f9bda107644f35bf632ce8eed2259a6/123ddb26a1b9e4be4b45fb66aea9810ba4593ef3/5481baac1d7a5615eac9b2f9447fb202a24dff31/94ff2e2ddcbd7852717af072f0ec52a022cbd4b5/d87b207b8a132e0ab042c702f59862a8174f310d/,2014-06-17 18:37:51+02:00/2014-06-21 14:53:09+02:00/2014-10-31 23:43:36+08:00/2014-06-17 18:52:48+02:00/2014-06-16 22:01:20+02:00/2014-06-16 22:56:08+02:00/2014-09-05 12:03:22+08:00/2014-10-30 19:13:01+08:00/2014-09-13 16:17:16+08:00/2014-09-24 17:16:40+08:00/2014-09-13 19:24:32+08:00/2014-08-13 17:56:55+08:00/2014-06-21 00:19:40+02:00/2014-06-16 23:52:19+02:00/,compiler/inline: handle function params and builtin calls
BBN-Q/Qlab,a3bb75be5070e33b3d3b1c6798cdd8a84b1d1167,2013-05-02T15:56:27Z,a11b5dd36c610d794c081f17017210a70e9fa29e/7ead055e4642deafe3be801e01d47a66bc43972e/,2016-02-08 16:01:56-05:00/2016-11-21 16:18:47-05:00/,Updating Agilent33220A driver.
m-labs/artiq,73c22b0b1e2e380d618eccec7d0538ea143f45fa,2015-11-07T12:17:31Z,9ca8b48bf9f7fb756b4fecc4e5087c801d836e3d/d7e4783caea4d129e5a4af20faa7cb5ce7a5c9af/,2016-02-02 21:52:33+01:00/2016-01-18 14:42:12-07:00/,Fix tests.
lneuhaus/pyrpl,9c7502bf6febf02bfa086857e0173b979ff2e9dc,2017-03-31T17:51:43Z,155d2a6a8077ba1dc3505592cb0b0160fbdf1299/7cb9f432d1eafe85f3095c12d3fb358a0dd3356f/,2017-05-29 10:45:38+02:00/2017-04-02 16:32:42+02:00/,iir working again
BBN-Q/QGL,89d250f8f13afd2ec2e5177a59a70c0d298df99c,2016-05-25T01:25:06Z,2d26637a2846ce92b28c29c6550c8868ebb56af2/0d4222ea408adf15deac4aad6a8e884211a00d45/,2019-01-14 15:27:53-05:00/2016-07-10 15:18:23-04:00/,"Move WAIT injection pass earlier...

So that slaveTrigger injection has something to latch onto."
qutech/qupulse,6166df354a363248968da7e1b5b7c958b639a207,2015-09-05T12:52:34Z,07af8e5d69bf9eb05d88212298f73e5e84e96d9d/0009e8250f7d9acdfcd6c387a358e00b225452bc/,2018-09-06 11:28:37+02:00/2018-09-13 16:22:39+02:00/,"Update README.md

Travis build status badge now always displays the status of the master branch."
qutech/qupulse,c9db1c394334b4cf4bb70df4a2c3292bf4c18760,2018-07-12T09:09:48Z,aff4c2fa1b3cb75e00b2f731871880286f0df428/,2018-07-19 14:04:27+02:00/,Finished todos in _interal_create_program() methods of ForLoopPulseTemplate and SequencePulseTemplate
BBN-Q/Qlab,b5ff47f7620f9c6bfad2526a8f7b51b6271ed21d,2011-10-31T17:32:13Z,52eb273d06882d1e3a3180ffccfc4c1cfb62e62e/,2012-10-22 10:15:40-04:00/,"Center decoupling pulses at 1/4 and 3/4 positions in the pulse windows. Decouple with Y pulses when doing a Y tomo pulse.
--BRJ

git-svn-id: https://qubit.bbn.com/svn/MQCO/trunk@186 005577ff-ac90-44ea-9eee-c3a23b7cba77"
BBN-Q/Qlab,6e52667541605244cdb8f72e26d412ec1a85c0f7,2016-08-10T16:22:59Z,52df830527b4a6c9a38dad11d1ecc5f7a980edfc/,2016-08-11 09:55:06-04:00/,"Fix path for channelLib

--DR"
BBN-Q/PyQLab,8a7d74e5c2766e1e2481b17b5e2a05fb22daedbe,2015-09-25T01:12:19Z,af5cccd5bd8c00d4c2dfab54310dbf96ae4e7add/,2016-01-14 16:57:19-05:00/,":white_check_mark: fix the damage done by a3f96c2c37

As suggested by @matthewware all zero frequency channels are fine to merge.

Should have run the unit-tests before pushing... Closes #76"
m-labs/artiq,e4251c7f414b0cebaf2912b04d3cc46b3332796c,2015-04-22T07:01:32Z,8f5f428c0bc4193351a2321c88c849356d2aa7ea/2b447055e57b09ece8d441edfb35af4702201fd0/e26147b2aca5f3936ab88321731bac9bce12f021/527b1e986cbe738a38849db4cf0df997526ec255/d3753c964365797e00b2c11c9281e40c59e3b35c/5428a866b3a61477f55d1e119d80710f53dc4fc7/eec4a2d2d2b471306688295e38c509f2e7d4304d/577108554fecc06920f7c7477713967de6551661/bf863053b3d8efa55cec6c8abe0517d5f70098c5/934a6b0495636a18b783d3a50257d745b745bde8/967145f2dc43b64ad8e3b9ebd43a83e50679b07c/62fdc75d2d64fe53e6129bb97bfbc6ee3799af54/,2015-04-24 18:30:27+08:00/2016-05-07 17:42:22+08:00/2015-11-04 00:35:03+08:00/2017-01-16 14:15:24+00:00/2015-05-01 12:34:47+08:00/2016-10-06 15:35:43+00:00/2015-07-27 21:10:04+03:00/2016-01-07 18:26:11+00:00/2016-09-06 16:42:13+00:00/2015-04-23 23:22:40+08:00/2015-04-29 12:58:37+08:00/2015-08-02 06:41:05+03:00/,runtime: get lwip to run
